17.046	-0.028
17.082	-0.025
17.117	-0.021
17.12	-0.022
17.143	-0.015
17.167	-0.011
17.202	-0.005
17.238	-1.369e-5
17.262	0.005
17.297	0.011
17.315	0.016
17.362	0.022
17.404	0.029
17.439	0.033
17.463	0.034
17.511	0.035
17.559	0.034
17.607	0.032
17.631	0.030
17.649	0.026
17.679	0.022
17.697	0.017
17.744	0.012
17.744	0.008
17.779	0.002
17.821	-0.003
17.845	-0.010
17.905	-0.016
17.965	-0.023
18.007	-0.029
18.048	-0.032
18.072	-0.033
18.144	-0.034
18.192	-0.033
18.24	-0.030
18.275	-0.027
18.322	-0.019
18.393	-0.011
18.434	-0.005
18.469	0.003
18.505	0.010
18.54	0.017
18.583	0.023
18.654	0.034
18.696	0.036
18.755	0.035
18.779	0.034
18.856	0.030
18.892	0.025
18.934	0.018
18.963	0.010
19.005	0.002
19.07	-0.006
19.13	-0.013
19.183	-0.022
19.243	-0.029
19.267	-0.031
19.315	-0.033
19.373	-0.034
19.42	-0.033
19.468	-0.030
19.515	-0.026
19.586	-0.017
19.627	-0.007
19.739	0.008
19.763	0.019
19.822	0.028
19.887	0.035
19.917	0.037
19.965	0.037
20.013	0.036
20.048	0.032
20.073	0.028
20.121	0.020
20.18	0.012
20.204	0.005
20.253	-0.001
20.277	-0.006
20.343	-0.015
20.391	-0.022
20.456	-0.028
20.492	-0.031
20.564	-0.033
20.636	-0.032
20.683	-0.030
20.731	-0.026
20.784	-0.020
20.832	-0.015
20.867	-0.005
20.932	0.003
20.967	0.011
20.991	0.019
21.015	0.025
21.037	0.030
21.055	0.035
21.079	0.036
21.12	0.038
21.192	0.038
21.246	0.034
21.294	0.031
21.318	0.026
21.353	0.019
21.378	0.014
21.431	0.005
21.449	-6.978e-4
21.503	-0.006
21.569	-0.015
21.617	-0.022
21.665	-0.027
21.689	-0.031
21.737	-0.032
21.82	-0.033
21.868	-0.032
21.927	-0.028
21.975	-0.024
22.034	-0.016
22.075	-0.009
22.099	-0.004
22.14	0.004
22.164	0.010
22.181	0.016
22.234	0.024
22.258	0.028
22.281	0.033
22.299	0.035
22.347	0.036
22.395	0.036
22.467	0.035
22.484	0.033
22.52	0.028
22.538	0.022
22.598	0.011
22.652	0.003
22.711	-0.005
22.754	-0.013
22.796	-0.020
22.844	-0.024
22.886	-0.029
22.945	-0.032
22.993	-0.033
23.065	-0.033
23.124	-0.030
23.172	-0.026
23.207	-0.018
23.313	-0.004
23.361	0.005
23.413	0.017
23.496	0.029
23.543	0.035
23.567	0.037
23.591	0.037
23.639	0.037
23.687	0.036
23.705	0.034
23.747	0.026
23.783	0.018
23.86	0.008
23.896	-0.001
23.968	-0.010
24.016	-0.019
24.066	-0.025
24.126	-0.028
24.174	-0.032
24.258	-0.033
24.323	-0.032
24.382	-0.028
24.447	-0.018
24.523	-0.006
24.546	0.006
24.634	0.016
24.66	0.025
24.718	0.031
24.759	0.035
24.783	0.037
24.831	0.038
24.903	0.037
24.927	0.035
24.951	0.031
24.987	0.024
25.005	0.018
25.041	0.010
25.101	0.001
25.161	-0.009
25.197	-0.015
25.267	-0.023
25.316	-0.026
25.357	-0.031
25.429	-0.033
25.501	-0.032
25.584	-0.028
25.637	-0.020
25.672	-0.013
25.724	-0.005
25.8	0.006
25.882	0.022
25.899	0.029
25.982	0.035
26.024	0.037
26.071	0.038
26.119	0.037
26.119	0.035
26.144	0.030
26.215	0.025
26.215	0.018
26.269	0.012
26.294	0.004
26.36	-0.003
26.384	-0.010
26.45	-0.016
26.498	-0.024
26.552	-0.029
26.623	-0.032
26.671	-0.033
26.743	-0.033
26.826	-0.027
26.867	-0.021
26.937	-0.011
26.961	-0.003
27.025	0.006
27.053	0.012
27.106	0.021
27.147	0.027
27.182	0.033
27.206	0.036
27.277	0.039
27.361	0.037
27.385	0.033
27.409	0.025
27.458	0.017
27.529	0.008
27.554	7.828e-5
27.614	-0.005
27.674	-0.016
27.698	-0.022
27.758	-0.027
27.806	-0.030
27.854	-0.032
27.902	-0.032
27.974	-0.032
27.998	-0.028
28.063	-0.023
28.121	-0.016
28.174	-0.010
28.209	1.098e-5
28.274	0.009
28.297	0.017
28.344	0.025
28.368	0.031
28.391	0.033
28.409	0.035
28.444	0.037
28.504	0.038
28.551	0.038
28.569	0.034
28.611	0.030
28.66	0.025
28.684	0.019
28.702	0.015
28.72	0.010
28.78	0.002
28.823	-0.005
28.865	-0.013
28.925	-0.020
28.973	-0.026
29.033	-0.030
29.075	-0.032
29.123	-0.033
29.171	-0.032
29.206	-0.030
29.283	-0.025
29.335	-0.019
29.353	-0.013
29.417	-0.004
29.44	0.003
29.521	0.017
29.568	0.022
29.586	0.027
29.603	0.032
29.627	0.036
29.674	0.037
29.722	0.039
29.782	0.036
29.806	0.033
29.83	0.030
29.866	0.026
29.884	0.023
