19.422	-24.493
19.502	-18.325
19.59	-9.500
19.606	-4.680
19.665	3.878
19.728	13.249
19.779	19.231
19.813	23.703
19.859	26.920
19.884	30.311
19.935	31.204
19.986	31.204
20.028	29.590
20.062	25.360
20.134	19.020
20.185	11.075
20.228	2.145
20.279	-4.625
20.3	-9.979
20.309	-13.288
20.361	-20.245
20.395	-23.648
20.424	-27.039
20.471	-29.002
20.518	-29.723
20.581	-29.537
20.615	-28.456
20.662	-22.822
20.703	-16.749
20.72	-12.370
20.792	-5.042
20.837	3.113
20.862	8.411
20.887	12.000
20.946	18.715
21.021	24.428
21.059	27.205
21.122	28.192
21.177	29.180
21.245	28.460
21.279	25.764
21.33	20.025
21.377	13.938
21.402	7.826
21.428	0.442
21.483	-6.339
21.504	-12.576
21.534	-17.396
21.585	-22.308
21.636	-25.712
21.661	-28.301
21.695	-29.022
21.729	-29.382
21.78	-29.382
21.814	-28.128
21.848	-25.607
21.868	-21.750
21.91	-17.451
21.935	-11.285
21.959	-7.799
22.014	-2.353
22.047	3.281
22.089	8.124
22.126	12.423
22.151	16.453
22.175	21.005
22.226	25.372
22.276	26.627
22.293	28.068
22.357	28.869
22.408	29.136
22.459	28.148
22.51	25.546
22.532	19.484
22.57	13.689
22.588	8.510
22.614	3.677
22.614	3.677
22.648	-1.502
22.673	-6.067
22.704	-10.980
22.729	-14.116
22.772	-19.402
22.798	-23.632
22.836	-26.488
22.87	-28.197
22.93	-29.545
22.981	-29.185
23.039	-26.943
23.056	-24.247
23.081	-20.403
23.122	-14.651
23.176	-10.458
23.2	-5.893
23.242	-0.595
23.266	5.851
23.307	10.590
23.349	14.968
23.386	19.707
23.464	26.756
23.523	28.906
23.574	29.439
23.638	29.079
23.693	26.210
23.748	20.670
23.766	15.384
23.805	10.017
23.831	4.814
23.857	-1.460
23.896	-7.025
23.927	-13.577
24.008	-22.148
24.072	-26.795
24.102	-28.944
24.166	-29.837
24.217	-28.851
24.246	-27.061
24.304	-23.111
24.341	-16.305
24.353	-13.248
24.411	-6.280
24.451	0.969
24.476	4.371
24.509	8.043
24.546	13.130
24.583	17.787
24.632	22.676
24.673	26.532
24.732	29.308
24.766	29.843
24.812	29.843
24.871	29.042
24.914	26.011
24.957	21.899
24.982	18.601
25.001	13.060
25.039	9.136
25.065	4.409
25.079	0.284
25.097	-3.933
25.11	-7.858
25.141	-13.758
25.176	-17.790
25.227	-22.355
25.262	-25.677
25.297	-28.013
25.365	-29.187
25.441	-28.827
25.458	-27.118
25.524	-22.659
25.56	-16.957
25.638	-8.200
25.671	-1.232
25.715	6.084
25.764	11.346
25.826	18.873
25.854	24.320
25.929	26.737
25.953	29.861
25.995	30.581
26.029	30.581
26.076	28.978
26.11	26.214
26.154	19.873
26.223	14.401
26.237	9.650
26.306	0.787
26.325	-5.635
26.343	-10.921
26.379	-16.661
26.44	-23.027
26.516	-27.138
26.547	-28.939
26.615	-29.474
26.665	-28.033
26.723	-23.896
26.748	-20.772
26.817	-12.897
26.84	-7.251
26.893	-0.468
26.921	5.911
26.966	10.836
26.994	16.935
27.068	22.264
27.108	26.296
27.158	29.165
27.208	30.047
27.242	30.047
27.276	28.792
27.357	25.400
27.388	20.568
27.444	16.190
27.475	11.183
27.477	5.537
27.517	-0.655
27.54	-7.741
27.613	-12.388
27.627	-17.674
27.658	-21.879
27.731	-25.363
27.749	-27.525
27.783	-29.140
27.834	-29.140
27.922	-26.711
27.945	-21.854
28.015	-15.327
28.041	-7.487
28.082	-1.761
28.121	5.140
28.145	9.705
28.202	15.606
28.25	21.146
28.286	27.139
28.353	29.288
28.42	30.183
28.492	29.555
28.527	26.326
28.605	20.493
28.633	14.164
28.66	9.064
28.7	1.921
28.727	-4.085
28.806	-11.334
28.838	-16.700
28.882	-21.532
28.914	-26.377
28.948	-27.818
28.991	-28.805
29.033	-29.165
29.092	-28.539
29.108	-26.656
29.186	-21.905
29.246	-13.856
29.282	-7.235
29.304	0.176
29.382	8.307
29.42	16.009
29.48	21.978
29.541	26.612
29.595	28.668
29.646	29.029
29.714	28.308
29.782	25.612
29.81	19.991
29.85	14.276
29.895	5.705
29.947	-1.239
29.992	-7.221
30.037	-14.538
30.098	-20.358
30.151	-26.470
30.211	-28.432
30.263	-28.792
30.313	-28.072
30.358	-24.203
30.393	-18.035
30.453	-11.159
30.514	-5.432
30.537	-0.786
30.572	5.034
30.637	11.667
30.672	16.059
30.719	23.375
30.761	25.884
30.794	27.686
30.844	28.406
30.895	28.406
30.959	26.792
30.995	22.562
31.048	17.729
31.092	12.523
31.129	6.195
31.148	1.431
31.166	-0.905
